edrpou,org_id,reg_date,full_name,address,head,r_code,region,activity,bankruptcy
23841854,NA,NA,"ДП ""ДОВЖОЦЬКИЙ СПИРТОВИЙ ЗАВОД""","32303 ХМЕЛЬНИЦЬКА ОБЛ., КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ Р-Н, С.ДОВЖОК, ВУЛИЦЯ УНЯВКА, 1",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-68,Хмельницька,Виробництво інших основних органічних хімічних речовин,в стані припинення
23860359,NA,NA,"ДП ""ЦЕНТР ТЕСТУВАННЯ МОБІЛЬНОЇ ТЕХНІКИ""","67661 ОДЕСЬКА ОБЛ., БІЛЯЇВСЬКИЙ Р-Н, С.НЕРУБАЙСЬКЕ, ВУЛИЦЯ ЗЕЛЕНА, 1",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,UA-51,Одеська,Технічні випробування та дослідження,зареєстровано
23885691,NA,NA,"ДК ""ЛОРТА""","79040 М.ЛЬВІВ, ЗАЛІЗНИЧНИЙ Р-Н, ВУЛИЦЯ ПАТОНА, 1",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,UA-46,Львівська,Виробництво передавальної апаратури,зареєстровано
23945298,NA,NA,"ДХК  ""ДНІПРОВСЬКИЙ МАШИНОБУДІВНИЙ ЗАВОД""","М.ДНІПРОПЕТРОВСЬК, ВУЛ. БУДІВЕЛЬНИКІВ, 34",ФОНД ДЕРЖАВНОГО МАЙНА УКРАЇНИ,UA-12,Дніпропетровська,Діяльність головних управлінь (хед-офісів),зареєстровано
24014538,53263092,2016-03-31,СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ У СУМСЬКІЙ ОБЛАСТІ,"40002 М.СУМИ, КОВПАКІВСЬКИЙ Р-Н, ВУЛИЦЯ РОМЕНСЬКА, 79/2",ДЕРЖАВНЕ АГЕНТСТВО АВТОМОБІЛЬНИХ ДОРІГ УКРАЇНИ,UA-59,Сумська,Регулювання та сприяння ефективному веденню економічної діяльності,зареєстровано
24031887,NA,NA,"ДП ""ПІВДЕННЕ УПРАВЛІННЯ 2112""","99014 М.СЕВАСТОПОЛЬ, ГАГАРІНСЬКИЙ Р-Н, ВУЛИЦЯ РИБАКІВ, 5",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,UA-40,Севастополь,Туристичні агентства та бюро подорожей,"зареєстровано, свідоцтво про державну реєстрацію недійсне"
24043770,NA,NA,"ДП ""ПРОЕКТНО-КОНСТРУКТОРСЬКЕ БЮРО""","91000 М.ЛУГАНСЬК, ЖОВТНЕВИЙ Р-Н, ВУЛИЦЯ РАДЯНСЬКА, 40",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,UA-09,ОРДЛО,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,"зареєстровано, свідоцтво про державну реєстрацію недійсне"
24047294,NA,NA,"ДВАТ ""КРАСНОДОНСЬКА АВТОБАЗА"" - ДоП ДЕРЖАВНОЇ ХОЛДИНГОВОЇ КОМПАНІЇ ""ЛУГАНСЬКШАХТОБУД""","94407 ЛУГАНСЬКА ОБЛ., М.КРАСНОДОН, ПРОСПЕКТ 60-РІЧЧЯ СРСР,",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,UA-09,ОРДЛО,NA,в стані припинення
24068221,NA,NA,ДП ДОНЕЦЬКА ГОСПРОЗРАХУНКОВА ЕЛЕКТРОМОНТАЖНА ДІЛЬНИЦЯ,"83086 М.ДОНЕЦЬК, ВОРОШИЛОВСЬКИЙ Р-Н, ВУЛИЦЯ ФЕДОРА ЗАЙЦЕВА, 5А","УКРАЇНСЬКА КООПЕРАТИВНО-ДЕРЖАВНА КОРПОРАЦІЯ ПО АГРОПРОМИСЛОВОМУ БУДІВНИЦТВУ ""УКРАГРОПРОМБУД""",UA-14,ОРДЛО,Електромонтажні роботи,зареєстровано
24073995,NA,NA,"ЕКСПОЗИЦІЙНИЙ ЦЕНТР ""НАУКА"" НАЦІОНАЛЬНОЇ АКАДЕМІЇ НАУК УКРАЇНИ","3680 М.КИЇВ, ГОЛОСІЇВСЬКИЙ Р-Н, ПРОСПЕКТ АКАДЕМІКА ГЛУШКОВА, 1, КОРП. 23",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,UA-30,Київ,Організування конгресів і торговельних виставок,зареєстровано
24074187,NA,NA,"ДП ""РЕДАКЦІЯ ГАЗЕТИ ""МАГІСТРАЛЬ""","1034 М.КИЇВ, ШЕВЧЕНКІВСЬКИЙ Р-Н, ВУЛИЦЯ ЛИСЕНКА, 6",МІНІСТЕРСТВО ІНФРАСТРУКТУРИ УКРАЇНИ,UA-30,Київ,Видання газет,в стані припинення
24076427,NA,NA,"ДП ""НАУКОВО-ВИРОБНИЧИЙ ЦЕНТР ОКЕАНОЛОГІЧНИХ ДОСЛІДЖЕНЬ І ТЕХНОЛОГІЙ НАЦІОНАЛЬНОЇ АКАДЕМІЇ НАУК УКРАЇНИ""","3680 М.КИЇВ, СВЯТОШИНСЬКИЙ Р-Н, ПРОСПЕКТ АКАДЕМІКА ПАЛЛАДІНА, 34",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,UA-30,Київ,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
24082959,NA,NA,"ДП ""ТЕХНІЧНИЙ КОМІТЕТ З СТАНДАРТИЗАЦІЇ ""БУДТЕХНОРМУВАННЯ""","1133 М.КИЇВ, ПЕЧЕРСЬКИЙ Р-Н, БУЛЬВАР ЛЕСІ УКРАЇНКИ, 26","МІНІСТЕРСТВО РЕГІОНАЛЬНОГО РОЗВИТКУ, БУДІВНИЦТВА ТА ЖИТЛОВО-КОМУНАЛЬНОГО ГОСПОДАРСТВА УКРАЇНИ",UA-30,Київ,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
24091332,NA,NA,"ДП ""СПОРТИВНИЙ КЛУБ УКРАЇНСЬКОГО ДЕРЖАВНОГО УНІВЕРСИТЕТУ ХАРЧОВИХ ТЕХНОЛОГІЙ""","1601 М.КИЇВ, ГОЛОСІЇВСЬКИЙ Р-Н, ВУЛИЦЯ ВОЛОДИМИРСЬКА, 68-А",МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ,UA-30,Київ,Інша діяльність у сфері спорту,в стані припинення
24093064,7506139,2016-03-31,"ДЕРЖАВНЕ ІНФОРМАЦІЙНО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ВИДАВНИЦТВО ""ПЕДАГОГІЧНА ПРЕСА""","1135 М.КИЇВ, ШЕВЧЕНКІВСЬКИЙ Р-Н, ПРОСПЕКТ ПЕРЕМОГИ, 10",МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ,UA-30,Київ,Видання журналів і періодичних видань,зареєстровано
24097636,NA,NA,"ДП ""ФІНПРОМ""","4112 М.КИЇВ, ШЕВЧЕНКІВСЬКИЙ Р-Н, ВУЛИЦЯ ТАНКОВА, 8, KB. 5",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,UA-30,Київ,Виробництво (без ремонту) електророзподільної та контрольної апаратури,зареєстровано
24102001,107993405,2016-05-31,"ДП ""НДІ ГЕОДЕЗІЇ І КАРТОГРАФІЇ"" (НДІГК)","3150 М.КИЇВ, ПЕЧЕРСЬКИЙ Р-Н, ВУЛИЦЯ ЧЕРВОНОАРМІЙСЬКА, 69","ДЕРЖАВНА СЛУЖБА УКРАЇНИ З ПИТАНЬ ГЕОДЕЗІЇ, КАРТОГРАФІЇ ТА КАДАСТРУ",UA-30,Київ,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих",зареєстровано
24150744,NA,NA,"ДП ""УПРАВЛІННЯ ПО БУРІННЮ ТЕХНІЧНИХ СВЕРДЛОВИН""","28000 КІРОВОГРАДСЬКА ОБЛ., М.ОЛЕКСАНДРІЯ, ВУЛИЦЯ КОВАЛЕНКА, 28",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,UA-35,Кіровоградська,Розвідувальне буріння,припинено
24166975,NA,NA,УКРАЇНСЬКА ДЕРЖАВНА КОМПАНІЯ З РЕСТРУКТУРІЗАЦІЇ ПІДПРИЄМСТВ ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ МІНІСТЕРСТВА ПАЛИВА ТА ЕНЕРГЕТИКИ,"83055 М.ДОНЕЦЬК, ВОРОШИЛОВСЬКИЙ Р-Н, ВУЛИЦЯ АРТЕМА, 125",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,UA-14,ОРДЛО,"Будівництво підприємств енергетики, добувної та обробної промисловості",в стані припинення
24180449,NA,NA,"ДВАТ ""ЛУГАНСЬКВУГЛЕРЕСУРСИ""","М.ЛУГАНСЬК, ВУЛ.ЛЕНІНА, 38",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,UA-09,ОРДЛО,NA,в стані припинення
24183643,NA,NA,"ПАТ ""НАУКОВО-ДОСЛІДНИЙ І ПРОЕКТНО-КОНСТРУКТОРСЬКИЙ ІНСТИТУТ ""ВУГЛЕМЕХАНІЗАЦІЯ""","М.ЛУГАНСЬК,ВУЛ.ОБОРОННА,34",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,UA-09,ОРДЛО,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
24191973,NA,NA,"ДЕРЖАВНА КОМПАНІЯ ""ЛУГАНСЬКЛЕГІНВЕСТ""","91016 М.ЛУГАНСЬК, ЛЕНІНСЬКИЙ Р-Н, ПЛОЩА ГЕРОЇВ ВВВ, 10",ЛУГАНСЬКА ОБЛАСНА ДЕРЖАВНА АДМІНІСТРАЦІЯ,UA-09,ОРДЛО,Надання інших фінансових послуг (крім страхування та пенсійного забезпечення),зареєстровано
24193469,NA,NA,"ДП ""КРАСНОЛУЧВУГЛЕПОСТАВКА""","94500 ЛУГАНСЬКА ОБЛ., М.КРАСНИЙ ЛУЧ, ВУЛИЦЯ КАРЛА МАРКСА, 9",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,UA-09,ОРДЛО,Оптова торгівля паливом,зареєстровано
24210297,NA,NA,"ДП УКРАЇНСЬКИЙ ДЕРЖАВНИЙ ЦЕНТР ЗАЛІЗНИЧНИХ РЕФРИЖЕРАТОРНИХ ПЕРЕВЕЗЕНЬ ""УКРРЕФТРАНС""","8500 КИЇВСЬКА ОБЛ., М.ФАСТІВ, ВУЛИЦЯ ЧЕРВОНИЙ ШЛЯХ, 1",МІНІСТЕРСТВО ІНФРАСТРУКТУРИ УКРАЇНИ,UA-32,Київська,Вантажний залізничний транспорт,в стані припинення
24212706,NA,NA,ЕКСПЕРИМЕНТАЛЬНА БАЗА ІНСТИТУТУ ВЕТЕРИНАРНОЇ МЕДИЦИНИ УААН,"7840 КИЇВСЬКА ОБЛ., БОРОДЯНСЬКИЙ Р-Н, С.ПИЛИПОВИЧІ, ВУЛИЦЯ ПРИВОКЗАЛЬНА, 1",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,UA-32,Київська,Змішане сільське господарство,в стані припинення
24219849,NA,NA,"ДП ""СПЕЦІАЛІЗОВАНЕ ЛІСОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""КИЇВОБЛАГРОЛІС""","7201 КИЇВСЬКА ОБЛ., ІВАНКІВСЬКИЙ Р-Н, СМТ ІВАНКІВ, ВУЛИЦЯ ІВАНА ПРОСКУРИ, 24",КИЇВСЬКА ОБЛАСНА ДЕРЖАВНА АДМІНІСТРАЦІЯ,UA-32,Київська,Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
24244451,NA,NA,"ДП ""ДНІПРОПЕТРОВСЬКИЙ ОРГАН З СЕРТИФІКАЦІЇ ЗАЛІЗНИЧНОГО ТРАНСПОРТУ""","49010 М.ДНІПРОПЕТРОВСЬК, ЖОВТНЕВИЙ Р-Н, ВУЛИЦЯ ЛАЗАРЯНА, 2",МІНІСТЕРСТВО ІНФРАСТРУКТУРИ УКРАЇНИ,UA-12,Дніпропетровська,Технічні випробування та дослідження,зареєстровано
24249112,193738542,2016-07-31,"ДП ""ДЕРЖАВНИЙ НАУКОВО-ІНЖЕНЕРНИЙ ЦЕНТР СИСТЕМ КОНТРОЛЮ ТА АВАРІЙНОГО РЕАГУВАННЯ""","4213 М.КИЇВ, ОБОЛОНСЬКИЙ Р-Н, ПРОСПЕКТ ГЕРОЇВ СТАЛІНГРАДА, 64/56",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,UA-30,Київ,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
24249750,NA,NA,"ДП ""УПРАВЛІННЯ ПРОМИСЛОВИХ ПІДПРИЄМСТВ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ ЗАЛІЗНИЧНОГО ТРАНСПОРТУ УКРАЇНИ""","3038 М.КИЇВ, СОЛОМ'ЯНСЬКИЙ Р-Н, ВУЛИЦЯ ФЕДОРОВА, 32",МІНІСТЕРСТВО ІНФРАСТРУКТУРИ УКРАЇНИ,UA-30,Київ,"Добування декоративного та будівельного каменю, вапняку, гіпсу, крейди та глинистого сланцю",в стані припинення
24252226,NA,NA,"ДП ДЕРЖАВНИЙ ГОСПРОЗРАХУНКОВИЙ НАУКОВО-ДОСЛІДНИЙ КОНСТРУКТОРСЬКИЙ ЦЕНТР ""ВЕКТОР"" ПРИ ІНСТИТУТІ ПРОБЛЕМ МАТЕРІАЛОЗНАВСТВА ІМЕНІ І.М.ФРАНЦЕВИЧА НАНУ","3680 М.КИЇВ, СВЯТОШИНСЬКИЙ Р-Н, ВУЛИЦЯ КРЖИЖАНОВСЬКОГО, 3",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,UA-30,Київ,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,в стані припинення
24254461,NA,NA,"СП ТОВ УКРАЇНСЬКО-БІЛОРУСЬКЕ  ""АРСЕНАЛ-ЛУЧ""","М. КИЇВ, ВУЛ. МОСКОВСЬКА, 8",ФОНД ДЕРЖАВНОГО МАЙНА УКРАЇНИ,UA-30,Київ,Виробництво годинників,порушено справу про банкрутство
24257790,NA,NA,"ДП ""ДЕРЖАВНИЙ КАРТОГРАФО-ГЕОДЕЗИЧНИЙ ФОНД УКРАЇНИ""","1042 М.КИЇВ, ПЕЧЕРСЬКИЙ Р-Н, ПРОВУЛОК НОВОПЕЧЕРСЬКИЙ, 3, КОРП. 2","ДЕРЖАВНА СЛУЖБА УКРАЇНИ З ПИТАНЬ ГЕОДЕЗІЇ, КАРТОГРАФІЇ ТА КАДАСТРУ",UA-30,Київ,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих",зареєстровано
24268575,8871537,2016-03-31,"НАЦІОНАЛЬНИЙ КАМЕРНИЙ АНСАМБЛЬ ""КИЇВСЬКІ СОЛІСТИ""","1001 М.КИЇВ, ШЕВЧЕНКІВСЬКИЙ Р-Н, ВУЛИЦЯ ХРЕЩАТИК, 2",ДЕРЖАВНЕ УПРАВЛІННЯ СПРАВАМИ,UA-30,Київ,Театральна та концертна діяльність,зареєстровано
24276971,NA,NA,"ДП ""НДЦ НОРМАТИВНО-ТЕХНІЧНИХ МАТЕРІАЛІВ З ПРАЦІ""","61010 М.ХАРКІВ, ЖОВТНЕВИЙ Р-Н, ВУЛИЦЯ ПРИМАКОВА, 40/42",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,UA-63,Харківська,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
24292651,NA,NA,"ДП ""ЛУБЕНСЬКЕ ВІЙСЬКОВЕ ЛІСНИЦТВО""","37500 ПОЛТАВСЬКА ОБЛ., М.ЛУБНИ, ПРОВУЛОК ВУЛИЦІ МЕТЕОРОЛОГІЧНОЇ, 11, КОРП. 2 ПРОВУЛ,",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,UA-53,Полтавська,Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
24292993,NA,NA,ОДЕСЬКИЙ ОКРУЖНИЙ ВІЙСЬКОВИЙ УНІВЕРМАГ ЦЕНТРАЛЬНОГО УПРАВЛІННЯ ВІЙСЬКОВОЇ ТОРГІВЛІ ТИЛУ ЗБРОЙНИХ СИЛ УКРАЇНИ,"65009 М.ОДЕСА, ПРИМОРСЬКИЙ Р-Н, ФОНТАНСЬКА ДОРОГА 16/6",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,UA-51,Одеська,Роздрібна торгівля іншими невживаними товарами в спеціалізованих магазинах,зареєстровано
24298352,NA,NA,"ДП МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""ЛЬВІВСЬКЕ БУДІВЕЛЬНЕ УПРАВЛІННЯ""","79059 М.ЛЬВІВ, ШЕВЧЕНКІВСЬКИЙ Р-Н, ВУЛИЦЯ ТВОРЧА, 11",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,UA-46,Львівська,Будівництво житлових і нежитлових будівель,порушено справу про банкрутство (санація)
24301918,NA,NA,"ДП МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""КРИМСЬКЕ УПРАВЛІННЯ ВІЙСЬКОВОЇ ТОРГІВЛІ""","95000 М.СІМФЕРОПОЛЬ, ЦЕНТРАЛЬНИЙ Р-Н, ВУЛИЦЯ ВУЗЛОВА, 7",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,UA-43,АР Крим,Роздрібна торгівля в неспеціалізованих магазинах з перевагою  продовольчого асортименту,в стані припинення
24306494,NA,NA,"ДП ""ЛЬВІВСЬКЕ""","81012 ЛЬВІВСЬКА ОБЛ., ЯВОРІВСЬКИЙ Р-Н, С.ВИСІЧ",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-46,Львівська,Розведення великої рогатої худоби,зареєстровано
24308300,NA,NA,"ДП МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""УКРВІЙСЬКБУД""","4086 М.КИЇВ, ПОДІЛЬСЬКИЙ Р-Н, ВУЛИЦЯ ПЕТРОПАВЛІВСЬКА, 54-А",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,UA-30,Київ,Будівництво житлових і нежитлових будівель,зареєстровано
